name,category_name,subcategory_name,type_name
Cone Beam Computed Tomography,Health Care,Medical Imaging,Specialized Skill
Cone Penetration Testing,Engineering,Geological Engineering,Specialized Skill
Conference Management,Hospitality and Food Services,Events and Conferences,Specialized Skill
Conference Planning,Hospitality and Food Services,Events and Conferences,Specialized Skill
Conference Proceeding,Hospitality and Food Services,Events and Conferences,Specialized Skill
Conference Room Technology,Information Technology,Video and Web Conferencing,Specialized Skill
Conference Services,Hospitality and Food Services,Events and Conferences,Specialized Skill
Confidence Intervals,Analysis,Statistics,Specialized Skill
Confident Communicator,Physical and Inherent Abilities,Personal Attributes,Common Skill
Confidential Clearance,Public Safety and National Security,Safety and Security,Certification
Confidentiality,"Law, Regulation, and Compliance",Labor Compliance,Common Skill
Config Files,Information Technology,Configuration Management,Specialized Skill
Configserver,Information Technology,Configuration Management,Specialized Skill
Configurable Network Computing,Information Technology,Distributed Computing,Specialized Skill
Configuration Design,Information Technology,System Design and Implementation,Specialized Skill
Configuration Item,Information Technology,Configuration Management,Specialized Skill
Configuration Management,Information Technology,Configuration Management,Specialized Skill
Configuration Management Databases,Information Technology,Configuration Management,Specialized Skill
Configurators,Information Technology,Configuration Management,Specialized Skill
Confined Space Management,"Law, Regulation, and Compliance",Occupational Health and Safety,Specialized Skill
Confined Spaces Regulations,"Law, Regulation, and Compliance",Occupational Health and Safety,Specialized Skill
Conflict Handling,"Law, Regulation, and Compliance",Litigation and Civil Justice,Specialized Skill
Conflict Management,Business,People Management,Specialized Skill
Conflict Resolution,"Law, Regulation, and Compliance",Litigation and Civil Justice,Specialized Skill
Conflict Transformation,Business,People Management,Specialized Skill
Confluent,Media and Communications,Streaming Media Systems,Specialized Skill
Confocal Laser Scanning Microscopy,Science and Research,Laboratory Research,Specialized Skill
Conformal Coating,Manufacturing and Production,Electronics Manufacturing,Specialized Skill
Conformal Map,Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Conformance Testing,"Law, Regulation, and Compliance",Quality Assurance and Control,Specialized Skill
Conformational Isomerism,Science and Research,Chemistry,Specialized Skill
Conforming Loan,Finance,Mortgage Lending,Specialized Skill
Confusion Matrix,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),Specialized Skill
Conga (Software),Business,Business Operations,Specialized Skill
Congenital Adrenal Hyperplasia,Health Care,Endocrinology,Specialized Skill
Congenital Defects,Health Care,Pediatrics,Specialized Skill
Congenital Heart Defects,Health Care,Cardiology,Specialized Skill
Congenital Hypothyroidism,Health Care,Endocrinology,Specialized Skill
Congenital Pulmonary Airway Malformation (CPAM),Health Care,Obstetrics and Gynecology (OBGYN),Specialized Skill
Congestion Management,"Transportation, Supply Chain, and Logistics",Transportation Operations,Specialized Skill
Congruence,Physical and Inherent Abilities,Personal Attributes,Specialized Skill
Conic Optimization,Business,Process Improvement and Optimization,Specialized Skill
Conic Sections (Analytic Geometry),Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Conjoint Analysis,Analysis,Statistics,Specialized Skill
Conjugate Gradient Method,Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Conjunctiva,Health Care,Eye Care,Specialized Skill
Conjunctivitis,Health Care,Eye Care,Specialized Skill
Connected Components,Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Connected Data Objects,Information Technology,Data Management,Specialized Skill
Connected Device Configuration,Information Technology,Configuration Management,Specialized Skill
Connected Devices,Information Technology,Internet of Things (IoT),Specialized Skill
Connected Limited Device Configuration,Information Technology,Configuration Management,Specialized Skill
Connected Mathematics,Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Connecting Rods,Manufacturing and Production,Machinery,Specialized Skill
Connection Broker,Design,User Interface and User Experience (UI/UX) Design,Specialized Skill
Connection Pooling,Information Technology,Software Development,Specialized Skill
Connection String,Information Technology,Configuration Management,Specialized Skill
Connection-Oriented Communication,Business,Business Communications,Specialized Skill
Connectionless-Mode Network Services,Information Technology,Network Protocols,Specialized Skill
Connective Tissue Disorders,Health Care,General Medicine,Specialized Skill
Conscientiousness,Physical and Inherent Abilities,Personal Attributes,Common Skill
Consecutive Interpretation,Media and Communications,"Language Interpretation, Translation, and Studies",Specialized Skill
Consed,Science and Research,Bioinformatics,Specialized Skill
Consensus CDS Project (Biological Databases),Science and Research,Bioinformatics,Specialized Skill
Consensus Decision Making,Business,Business Management,Specialized Skill
Consensus Mechanism,Information Technology,Blockchain,Specialized Skill
Consensus Protocol,Information Technology,Blockchain,Specialized Skill
ConsensusPathDB,Science and Research,"Molecular, Cellular, and Microbiology",Specialized Skill
Conservation Biology,Environment,Conservation,Specialized Skill
Conservation Medicine,Health Care,Animal Health and Veterinary Medicine,Specialized Skill
Conservation Planning,Environment,Conservation,Specialized Skill
Conservation Science,Environment,Conservation,Specialized Skill
Consignment,"Transportation, Supply Chain, and Logistics",Procurement,Specialized Skill
Console Applications,Information Technology,Software Development,Specialized Skill
Console Games,Design,Animation and Game Design,Specialized Skill
Consolidated Accounts,Finance,Financial Accounting,Specialized Skill
Consolidated Financial Statement,Finance,Financial Reporting,Specialized Skill
Consolidated Procurement,"Transportation, Supply Chain, and Logistics",Procurement,Specialized Skill
Consolidation,Finance,Mergers and Acquisitions,Specialized Skill
Constant Contact,Marketing and Public Relations,Marketing Software,Specialized Skill
Constant Proportion Portfolio Insurance,Business,Risk Management,Specialized Skill
Constant Purchasing Power Accounting,Finance,Specialized Accounting,Specialized Skill
Constant Voltage,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Specialized Skill
Constant-Velocity Joints,Engineering,Automotive Technologies,Specialized Skill
Constant-Voltage Transformers,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,Specialized Skill
Constipation,Health Care,Gastroenterology,Specialized Skill
Constituent Relationship Management,Finance,Financial Advisement,Specialized Skill
Constitutional Documents,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Specialized Skill
Constitutional Law,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Specialized Skill
Constitutions,"Law, Regulation, and Compliance",Regulation and Legal Compliance,Specialized Skill
Constrained Application Protocols,Information Technology,Internet of Things (IoT),Specialized Skill
Constrained Optimization,Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Constrained Shortest Path First,Information Technology,Network Protocols,Specialized Skill
Constraint Layout,Information Technology,Web Design and Development,Specialized Skill
Constraint Logic Programming,Analysis,Mathematics and Mathematical Modeling,Specialized Skill
Constraint Management,Business,Business Management,Specialized Skill
Construct Study Casts,Health Care,Oral and Dental Care,Specialized Skill
ConstructConnect,Finance,Accounting and Finance Software,Specialized Skill
Constructability,Architecture and Construction,Construction Management,Specialized Skill
Constructed Wetland,Environment,Environmental Engineering and Restoration,Specialized Skill
Construction,Architecture and Construction,General Construction and Construction Labor,Specialized Skill
Construction Accounting,Finance,Specialized Accounting,Specialized Skill
Construction And Analysis Of Distributed Processes,Information Technology,Distributed Computing,Specialized Skill
